,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_naivebayes__alpha,param_tfidf__use_idf,param_vectorizer__max_features,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,2.479789654413859,0.05265852246045671,1.15268874168396,0.021668020755032467,1.0,True,20000,"{'naivebayes__alpha': 1.0, 'tfidf__use_idf': True, 'vectorizer__max_features': 20000}",0.902524714151149,0.9021004488351976,0.9024022053923434,0.90234245612623,0.00017828394147287573,1
1,2.401977221171061,0.016739790727713297,1.094451109568278,0.02509492815596803,1.0,True,5000,"{'naivebayes__alpha': 1.0, 'tfidf__use_idf': True, 'vectorizer__max_features': 5000}",0.8792691935808313,0.8767758302422998,0.8770728509146197,0.877705958245917,0.001112005351962548,2
